,zipcode,city,states,revenue_per_zipcode,national_num_esta
0,1001,AGAWAM,MA,16245,610
1,1002,AMHERST,MA,25043,1155
2,1004,AMHERST,MA,1200,30
3,1005,BARRE,MA,8252,145
4,1007,BELCHERTOWN,MA,9917,230
5,1008,BLANDFORD,MA,6406,70
6,1009,BONDSVILLE,MA,670,15
7,1010,BRIMFIELD,MA,7540,85
8,1013,CHICOPEE,MA,18272,590
9,1020,CHICOPEE,MA,18491,1090
10,1026,CUMMINGTON,MA,8991,20
11,1027,EASTHAMPTON,MA,11564,565
12,1028,EAST LONGMEADOW,MA,14904,520
13,1029,EAST OTIS,MA,6292,40
14,1030,FEEDING HILLS,MA,10949,215
15,1031,GILBERTVILLE,MA,2048,60
16,1032,GOSHEN,MA,1267,30
17,1033,GRANBY,MA,13358,150
18,1034,GRANVILLE,MA,10660,45
19,1035,HADLEY,MA,9871,600
20,1036,HAMPDEN,MA,8507,130
21,1038,HATFIELD,MA,10569,80
22,1039,HAYDENVILLE,MA,10319,60
23,1040,HOLYOKE,MA,18239,1305
24,1041,HOLYOKE,MA,675,15
25,1050,HUNTINGTON,MA,1828,45
26,1053,LEEDS,MA,630,15
27,1056,LUDLOW,MA,12709,550
28,1057,MONSON,MA,12642,150
29,1060,NORTHAMPTON,MA,13104,1290
30,1062,FLORENCE,MA,9192,230
31,1066,NORTH HATFIELD,MA,630,15
32,1068,OAKHAM,MA,6284,40
33,1069,PALMER,MA,13358,360
34,1070,PLAINFIELD,MA,5623,25
35,1071,RUSSELL,MA,670,15
36,1072,SHUTESBURY,MA,640,15
37,1073,SOUTHAMPTON,MA,10956,125
38,1074,SOUTH BARRE,MA,640,30
39,1075,SOUTH HADLEY,MA,11451,465
40,1077,SOUTHWICK,MA,18384,375
41,1079,THORNDIKE,MA,630,15
42,1080,THREE RIVERS,MA,1295,30
43,1081,WALES,MA,5634,25
44,1082,WARE,MA,9585,245
45,1083,WARREN,MA,756,30
46,1084,WEST CHESTERFIELD,MA,670,15
47,1085,WESTFIELD,MA,15618,1125
48,1086,WESTFIELD,MA,675,15
49,1088,WEST HATFIELD,MA,670,15
50,1089,WEST SPRINGFIELD,MA,21929,1505
51,1092,WEST WARREN,MA,5746,40
52,1093,WHATELY,MA,1330,30
53,1095,WILBRAHAM,MA,9364,275
54,1096,WILLIAMSBURG,MA,7575,70
55,1098,WORTHINGTON,MA,1255,30
56,1101,SPRINGFIELD,MA,6205,40
57,1102,SPRINGFIELD,MA,1690,45
58,1103,SPRINGFIELD,MA,15736,595
59,1104,SPRINGFIELD,MA,11964,520
60,1105,SPRINGFIELD,MA,9973,305
61,1106,LONGMEADOW,MA,10572,260
62,1107,SPRINGFIELD,MA,8227,130
63,1108,SPRINGFIELD,MA,11272,415
64,1109,SPRINGFIELD,MA,12116,515
65,1111,SPRINGFIELD,MA,675,15
66,1115,SPRINGFIELD,MA,1989,60
67,1118,SPRINGFIELD,MA,3357,180
68,1119,SPRINGFIELD,MA,5562,390
69,1128,SPRINGFIELD,MA,7585,140
70,1129,SPRINGFIELD,MA,9128,315
71,1144,SPRINGFIELD,MA,675,15
72,1151,INDIAN ORCHARD,MA,8972,150
73,1201,PITTSFIELD,MA,25368,1985
74,1202,PITTSFIELD,MA,630,15
75,1220,ADAMS,MA,9949,310
76,1223,BECKET,MA,18051,125
77,1225,CHESHIRE,MA,7074,70
78,1226,DALTON,MA,3240,195
79,1230,GREAT BARRINGTON,MA,13372,780
80,1235,HINSDALE,MA,10866,80
81,1236,HOUSATONIC,MA,1913,45
82,1237,LANESBORO,MA,16631,330
83,1238,LEE,MA,21679,770
84,1240,LENOX,MA,25651,750
85,1245,MONTEREY,MA,9664,35
86,1247,NORTH ADAMS,MA,20196,615
87,1252,NORTH EGREMONT,MA,4995,10
88,1253,OTIS,MA,6695,85
89,1254,RICHMOND,MA,670,15
90,1255,SANDISFIELD,MA,5620,45
91,1257,SHEFFIELD,MA,12099,125
92,1258,SOUTH EGREMONT,MA,2879,75
93,1260,SOUTH LEE,MA,1296,45
94,1262,STOCKBRIDGE,MA,9079,135
95,1266,WEST STOCKBRIDGE,MA,8408,105
96,1267,WILLIAMSTOWN,MA,17156,605
97,1301,GREENFIELD,MA,11219,725
98,1302,GREENFIELD,MA,1258,30
99,1330,ASHFIELD,MA,1298,45
100,1331,ATHOL,MA,16321,275
101,1337,BERNARDSTON,MA,10943,80
102,1339,CHARLEMONT,MA,7489,85
103,1340,COLRAIN,MA,4995,10
104,1342,DEERFIELD,MA,640,15
105,1344,ERVING,MA,7124,50
106,1349,MILLERS FALLS,MA,5623,25
107,1350,MONROE BRIDGE,MA,630,15
108,1351,MONTAGUE,MA,1298,30
109,1354,GILL,MA,670,15
110,1360,NORTHFIELD,MA,1792,45
111,1364,ORANGE,MA,13760,150
112,1366,PETERSHAM,MA,6857,55
113,1367,ROWE,MA,675,15
114,1368,ROYALSTON,MA,640,15
115,1370,SHELBURNE FALLS,MA,18066,205
116,1373,SOUTH DEERFIELD,MA,10494,245
117,1375,SUNDERLAND,MA,7463,110
118,1376,TURNERS FALLS,MA,8033,120
119,1378,WARWICK,MA,4995,10
120,1420,FITCHBURG,MA,17622,1190
121,1430,ASHBURNHAM,MA,8454,115
122,1431,ASHBY,MA,1295,30
123,1432,AYER,MA,12520,325
124,1434,DEVENS,MA,7497,85
125,1436,BALDWINVILLE,MA,1383,60
126,1438,EAST TEMPLETON,MA,5621,25
127,1440,GARDNER,MA,15437,615
128,1441,WESTMINSTER,MA,670,15
129,1450,GROTON,MA,7477,175
130,1451,HARVARD,MA,2470,60
131,1452,HUBBARDSTON,MA,5994,40
132,1453,LEOMINSTER,MA,20721,1550
133,1460,LITTLETON,MA,12703,200
134,1462,LUNENBURG,MA,8783,250
135,1463,PEPPERELL,MA,9601,185
136,1464,SHIRLEY,MA,7076,115
137,1468,TEMPLETON,MA,5998,40
138,1469,TOWNSEND,MA,9598,205
139,1473,WESTMINSTER,MA,8726,175
140,1474,WEST TOWNSEND,MA,675,15
141,1475,WINCHENDON,MA,14096,300
142,1501,AUBURN,MA,16001,705
143,1503,BERLIN,MA,6291,55
144,1504,BLACKSTONE,MA,4027,195
145,1505,BOYLSTON,MA,2038,75
146,1506,BROOKFIELD,MA,1419,45
147,1507,CHARLTON,MA,8918,170
148,1508,CHARLTON CITY,MA,8076,140
149,1509,CHARLTON DEPOT,MA,670,15
150,1510,CLINTON,MA,15770,415
151,1515,EAST BROOKFIELD,MA,7483,130
152,1516,DOUGLAS,MA,7161,100
153,1518,FISKDALE,MA,10819,155
154,1519,GRAFTON,MA,10560,95
155,1520,HOLDEN,MA,12204,330
156,1521,HOLLAND,MA,1008,30
157,1522,JEFFERSON,MA,630,15
158,1523,LANCASTER,MA,9860,65
159,1524,LEICESTER,MA,7945,140
160,1525,LINWOOD,MA,1303,30
161,1526,MANCHAUG,MA,640,15
162,1527,MILLBURY,MA,13524,470
163,1529,MILLVILLE,MA,5578,25
164,1531,NEW BRAINTREE,MA,5624,25
165,1532,NORTHBOROUGH,MA,13106,535
166,1534,NORTHBRIDGE,MA,756,30
167,1535,NORTH BROOKFIELD,MA,6623,65
168,1536,NORTH GRAFTON,MA,9639,200
169,1537,NORTH OXFORD,MA,2369,60
170,1538,NORTH UXBRIDGE,MA,7408,80
171,1540,OXFORD,MA,9543,295
172,1541,PRINCETON,MA,6698,70
173,1542,ROCHDALE,MA,1338,45
174,1543,RUTLAND,MA,8216,145
175,1545,SHREWSBURY,MA,15623,920
176,1550,SOUTHBRIDGE,MA,14496,485
177,1560,SOUTH GRAFTON,MA,2291,60
178,1561,SOUTH LANCASTER,MA,630,15
179,1562,SPENCER,MA,11203,340
180,1564,STERLING,MA,13547,235
181,1566,STURBRIDGE,MA,14074,545
182,1568,UPTON,MA,8946,140
183,1569,UXBRIDGE,MA,13026,250
184,1570,WEBSTER,MA,14052,610
185,1571,DUDLEY,MA,9676,250
186,1580,WESTBOROUGH,MA,670,15
187,1581,WESTBOROUGH,MA,17927,1250
188,1583,WEST BOYLSTON,MA,13358,290
189,1585,WEST BROOKFIELD,MA,8610,140
190,1588,WHITINSVILLE,MA,9663,310
191,1590,SUTTON,MA,13641,165
192,1601,WORCESTER,MA,670,15
193,1602,WORCESTER,MA,11661,485
194,1603,WORCESTER,MA,13648,640
195,1604,WORCESTER,MA,21663,1480
196,1605,WORCESTER,MA,14601,765
197,1606,WORCESTER,MA,11057,465
198,1607,WORCESTER,MA,8096,190
199,1608,WORCESTER,MA,15078,600
200,1609,WORCESTER,MA,19718,895
201,1610,WORCESTER,MA,12005,675
202,1611,CHERRY VALLEY,MA,675,15
203,1612,PAXTON,MA,5661,25
204,1613,WORCESTER,MA,675,15
205,1614,WORCESTER,MA,4995,10
206,1615,WORCESTER,MA,630,30
207,1653,WORCESTER,MA,675,15
208,1655,WORCESTER,MA,1330,60
209,1701,FRAMINGHAM,MA,18260,1470
210,1702,FRAMINGHAM,MA,21414,805
211,1719,BOXBOROUGH,MA,7350,70
212,1720,ACTON,MA,14292,650
213,1721,ASHLAND,MA,12573,610
214,1730,BEDFORD,MA,15937,570
215,1731,HANSCOM AFB,MA,585,15
216,1740,BOLTON,MA,8728,115
217,1741,CARLISLE,MA,5800,40
218,1742,CONCORD,MA,15482,605
219,1746,HOLLISTON,MA,10600,210
220,1747,HOPEDALE,MA,7985,100
221,1748,HOPKINTON,MA,12370,300
222,1749,HUDSON,MA,17677,665
223,1752,MARLBOROUGH,MA,17985,1945
224,1754,MAYNARD,MA,10757,410
225,1756,MENDON,MA,10403,220
226,1757,MILFORD,MA,21518,1210
227,1760,NATICK,MA,17476,1495
228,1770,SHERBORN,MA,7652,95
229,1772,SOUTHBOROUGH,MA,11523,320
230,1773,LINCOLN,MA,2293,60
231,1775,STOW,MA,3234,120
232,1776,SUDBURY,MA,14529,405
233,1778,WAYLAND,MA,10615,300
234,1801,WOBURN,MA,19896,1465
235,1803,BURLINGTON,MA,16000,1390
236,1805,BURLINGTON,MA,1215,30
237,1810,ANDOVER,MA,20378,1145
238,1821,BILLERICA,MA,16901,700
239,1824,CHELMSFORD,MA,16743,990
240,1826,DRACUT,MA,15317,780
241,1827,DUNSTABLE,MA,1295,30
242,1830,HAVERHILL,MA,19441,980
243,1832,HAVERHILL,MA,15860,520
244,1833,GEORGETOWN,MA,8159,115
245,1834,GROVELAND,MA,9175,145
246,1835,HAVERHILL,MA,10073,305
247,1840,LAWRENCE,MA,14632,370
248,1841,LAWRENCE,MA,13638,465
249,1842,LAWRENCE,MA,2534,60
250,1843,LAWRENCE,MA,19014,805
251,1844,METHUEN,MA,18571,1485
252,1845,NORTH ANDOVER,MA,16843,935
253,1850,LOWELL,MA,12983,295
254,1851,LOWELL,MA,17959,720
255,1852,LOWELL,MA,15057,1300
256,1853,LOWELL,MA,1285,30
257,1854,LOWELL,MA,16445,640
258,1860,MERRIMAC,MA,7333,70
259,1862,NORTH BILLERICA,MA,9858,345
260,1863,NORTH CHELMSFORD,MA,8106,165
261,1864,NORTH READING,MA,11115,485
262,1866,PINEHURST,MA,640,15
263,1867,READING,MA,11041,610
264,1876,TEWKSBURY,MA,13334,1030
265,1879,TYNGSBORO,MA,14453,465
266,1880,WAKEFIELD,MA,17051,840
267,1885,WEST BOXFORD,MA,4995,10
268,1886,WESTFORD,MA,15016,610
269,1887,WILMINGTON,MA,15797,675
270,1890,WINCHESTER,MA,18232,460
271,1901,LYNN,MA,15418,535
272,1902,LYNN,MA,13039,555
273,1904,LYNN,MA,10966,405
274,1905,LYNN,MA,11251,520
275,1906,SAUGUS,MA,14677,1420
276,1907,SWAMPSCOTT,MA,14282,410
277,1908,NAHANT,MA,7728,85
278,1910,LYNN,MA,675,15
279,1913,AMESBURY,MA,12264,490
280,1915,BEVERLY,MA,22750,1655
281,1921,BOXFORD,MA,1830,45
282,1922,BYFIELD,MA,1300,45
283,1923,DANVERS,MA,14096,1400
284,1929,ESSEX,MA,14482,235
285,1930,GLOUCESTER,MA,26347,1610
286,1936,HAMILTON,MA,675,15
287,1937,HATHORNE,MA,675,15
288,1938,IPSWICH,MA,11399,525
289,1940,LYNNFIELD,MA,13789,210
290,1944,MANCHESTER,MA,13075,190
291,1945,MARBLEHEAD,MA,17299,520
292,1949,MIDDLETON,MA,11713,360
293,1950,NEWBURYPORT,MA,16680,940
294,1951,NEWBURY,MA,11990,90
295,1952,SALISBURY,MA,24588,625
296,1960,PEABODY,MA,26743,1990
297,1961,PEABODY,MA,630,15
298,1965,PRIDES CROSSING,MA,675,15
299,1966,ROCKPORT,MA,21703,525
300,1969,ROWLEY,MA,9177,245
301,1970,SALEM,MA,19202,1890
302,1982,SOUTH HAMILTON,MA,7879,115
303,1983,TOPSFIELD,MA,11968,180
304,1984,WENHAM,MA,7623,65
305,1985,WEST NEWBURY,MA,5661,25
306,2018,ACCORD,MA,4995,10
307,2019,BELLINGHAM,MA,17985,565
308,2020,BRANT ROCK,MA,6208,40
309,2021,CANTON,MA,13692,900
310,2025,COHASSET,MA,13083,390
311,2026,DEDHAM,MA,17374,1015
312,2030,DOVER,MA,1642,45
313,2032,EAST WALPOLE,MA,1866,135
314,2035,FOXBORO,MA,13396,810
315,2038,FRANKLIN,MA,15326,1000
316,2041,GREEN HARBOR,MA,675,15
317,2043,HINGHAM,MA,9966,685
318,2045,HULL,MA,17034,405
319,2047,HUMAROCK,MA,670,15
320,2048,MANSFIELD,MA,20251,715
321,2050,MARSHFIELD,MA,12514,620
322,2052,MEDFIELD,MA,12526,255
323,2053,MEDWAY,MA,11043,465
324,2054,MILLIS,MA,9907,215
325,2056,NORFOLK,MA,8274,115
326,2060,NORTH SCITUATE,MA,670,15
327,2061,NORWELL,MA,9096,325
328,2062,NORWOOD,MA,15764,1395
329,2066,SCITUATE,MA,11595,435
330,2067,SHARON,MA,9457,230
331,2072,STOUGHTON,MA,17450,940
332,2081,WALPOLE,MA,14546,630
333,2090,WESTWOOD,MA,10528,410
334,2093,WRENTHAM,MA,11586,380
335,2108,BOSTON,MA,16733,1325
336,2109,BOSTON,MA,23985,1630
337,2110,BOSTON,MA,12274,1595
338,2111,BOSTON,MA,16726,1620
339,2112,BOSTON,MA,1300,30
340,2113,BOSTON,MA,15360,1180
341,2114,BOSTON,MA,18295,1230
342,2115,BOSTON,MA,26015,2455
343,2116,BOSTON,MA,23334,3105
344,2118,BOSTON,MA,24547,1335
345,2119,ROXBURY,MA,15182,530
346,2120,ROXBURY CROSSING,MA,8770,245
347,2121,DORCHESTER,MA,11046,295
348,2122,DORCHESTER,MA,15334,710
349,2124,DORCHESTER CENTER,MA,12506,710
350,2125,DORCHESTER,MA,16350,915
351,2126,MATTAPAN,MA,13652,395
352,2127,BOSTON,MA,19681,1195
353,2128,BOSTON,MA,19513,1810
354,2129,CHARLESTOWN,MA,17573,560
355,2130,JAMAICA PLAIN,MA,24211,1210
356,2131,ROSLINDALE,MA,15047,770
357,2132,WEST ROXBURY,MA,13412,705
358,2134,ALLSTON,MA,14792,1325
359,2135,BRIGHTON,MA,14528,1525
360,2136,HYDE PARK,MA,16016,420
361,2138,CAMBRIDGE,MA,16771,2230
362,2139,CAMBRIDGE,MA,22483,2280
363,2140,CAMBRIDGE,MA,17120,905
364,2141,CAMBRIDGE,MA,12739,690
365,2142,CAMBRIDGE,MA,11510,585
366,2143,SOMERVILLE,MA,14204,1090
367,2144,SOMERVILLE,MA,12989,1055
368,2145,SOMERVILLE,MA,12219,580
369,2148,MALDEN,MA,21009,1365
370,2149,EVERETT,MA,21014,1250
371,2150,CHELSEA,MA,21568,1010
372,2151,REVERE,MA,21091,1350
373,2152,WINTHROP,MA,10352,380
374,2153,MEDFORD,MA,810,30
375,2155,MEDFORD,MA,16328,1425
376,2163,BOSTON,MA,1915,180
377,2169,QUINCY,MA,25723,2115
378,2170,QUINCY,MA,11696,595
379,2171,QUINCY,MA,16975,725
380,2176,MELROSE,MA,12045,560
381,2180,STONEHAM,MA,15304,750
382,2184,BRAINTREE,MA,24866,1770
383,2186,MILTON,MA,11101,400
384,2188,WEYMOUTH,MA,11151,390
385,2189,EAST WEYMOUTH,MA,11632,435
386,2190,SOUTH WEYMOUTH,MA,10502,400
387,2191,NORTH WEYMOUTH,MA,8903,205
388,2196,BOSTON,MA,630,15
389,2199,BOSTON,MA,9158,440
390,2201,BOSTON,MA,4995,10
391,2210,BOSTON,MA,16380,965
392,2211,BOSTON,MA,670,15
393,2212,BOSTON,MA,670,15
394,2215,BOSTON,MA,26623,2480
395,2238,CAMBRIDGE,MA,5630,25
396,2269,QUINCY,MA,1285,30
397,2301,BROCKTON,MA,25234,1690
398,2302,BROCKTON,MA,15054,475
399,2322,AVON,MA,3129,150
400,2324,BRIDGEWATER,MA,18335,675
401,2327,BRYANTVILLE,MA,640,15
402,2330,CARVER,MA,8455,190
403,2332,DUXBURY,MA,10793,230
404,2333,EAST BRIDGEWATER,MA,10832,405
405,2334,EASTON,MA,945,45
406,2338,HALIFAX,MA,2705,90
407,2339,HANOVER,MA,10703,640
408,2341,HANSON,MA,9777,230
409,2343,HOLBROOK,MA,9792,240
410,2345,MANOMET,MA,1465,60
411,2346,MIDDLEBORO,MA,16344,725
412,2347,LAKEVILLE,MA,8348,160
413,2348,LAKEVILLE,MA,630,15
414,2351,ABINGTON,MA,9412,605
415,2355,NORTH CARVER,MA,630,15
416,2356,NORTH EASTON,MA,9447,255
417,2358,NORTH PEMBROKE,MA,670,15
418,2359,PEMBROKE,MA,15845,515
419,2360,PLYMOUTH,MA,34093,2190
420,2362,PLYMOUTH,MA,1309,30
421,2364,KINGSTON,MA,11474,520
422,2366,SOUTH CARVER,MA,4995,30
423,2367,PLYMPTON,MA,585,15
424,2368,RANDOLPH,MA,20733,790
425,2370,ROCKLAND,MA,17976,515
426,2375,SOUTH EASTON,MA,11940,300
427,2379,WEST BRIDGEWATER,MA,10042,415
428,2382,WHITMAN,MA,9288,345
429,2420,LEXINGTON,MA,13015,585
430,2421,LEXINGTON,MA,18422,440
431,2445,BROOKLINE,MA,12267,780
432,2446,BROOKLINE,MA,15365,1305
433,2447,BROOKLINE VILLAGE,MA,1732,45
434,2451,WALTHAM,MA,23953,2830
435,2452,WALTHAM,MA,10043,445
436,2453,WALTHAM,MA,13765,965
437,2454,WALTHAM,MA,1955,90
438,2457,BABSON PARK,MA,2570,195
439,2458,NEWTON,MA,18888,420
440,2459,NEWTON CENTER,MA,11877,730
441,2460,NEWTONVILLE,MA,12458,230
442,2461,NEWTON HIGHLANDS,MA,8622,255
443,2462,NEWTON LOWER FALLS,MA,1929,60
444,2464,NEWTON UPPER FALLS,MA,9082,205
445,2465,WEST NEWTON,MA,8606,245
446,2466,AUBURNDALE,MA,9762,185
447,2467,CHESTNUT HILL,MA,10952,505
448,2468,WABAN,MA,6458,65
449,2471,WATERTOWN,MA,670,15
450,2472,WATERTOWN,MA,12758,1215
451,2474,ARLINGTON,MA,13783,690
452,2476,ARLINGTON,MA,8892,395
453,2478,BELMONT,MA,17448,625
454,2481,WELLESLEY HILLS,MA,13407,440
455,2482,WELLESLEY,MA,12894,380
456,2492,NEEDHAM,MA,14486,515
457,2493,WESTON,MA,9282,210
458,2494,NEEDHAM HEIGHTS,MA,15157,400
459,2532,BUZZARDS BAY,MA,21096,600
460,2534,CATAUMET,MA,2079,75
461,2535,CHILMARK,MA,15187,130
462,2536,EAST FALMOUTH,MA,16419,380
463,2537,EAST SANDWICH,MA,9178,145
464,2538,EAST WAREHAM,MA,10567,365
465,2539,EDGARTOWN,MA,20707,615
466,2540,FALMOUTH,MA,24120,1020
467,2541,FALMOUTH,MA,630,15
468,2542,BUZZARDS BAY,MA,670,15
469,2543,WOODS HOLE,MA,13353,185
470,2552,MENEMSHA,MA,675,15
471,2553,MONUMENT BEACH,MA,8245,60
472,2554,NANTUCKET,MA,29009,1345
473,2556,NORTH FALMOUTH,MA,8603,130
474,2557,OAK BLUFFS,MA,22337,445
475,2558,ONSET,MA,11620,120
476,2559,POCASSET,MA,9472,180
477,2561,SAGAMORE,MA,9282,60
478,2562,SAGAMORE BEACH,MA,1913,60
479,2563,SANDWICH,MA,16712,525
480,2564,SIASCONSET,MA,6298,40
481,2568,VINEYARD HAVEN,MA,19000,390
482,2571,WAREHAM,MA,10169,395
483,2574,WEST FALMOUTH,MA,5579,25
484,2575,WEST TISBURY,MA,13449,75
485,2576,WEST WAREHAM,MA,1438,45
486,2584,NANTUCKET,MA,4995,10
487,2601,HYANNIS,MA,26607,2060
488,2630,BARNSTABLE,MA,11796,110
489,2631,BREWSTER,MA,23782,425
490,2632,CENTERVILLE,MA,13727,195
491,2633,CHATHAM,MA,18432,560
492,2635,COTUIT,MA,6285,40
493,2638,DENNIS,MA,13532,190
494,2639,DENNIS PORT,MA,21298,545
495,2641,EAST DENNIS,MA,9661,65
496,2642,EASTHAM,MA,20477,225
497,2643,EAST ORLEANS,MA,13407,105
498,2644,FORESTDALE,MA,7319,65
499,2645,HARWICH,MA,11949,180
500,2646,HARWICH PORT,MA,16455,330
501,2647,HYANNIS PORT,MA,6623,35
502,2648,MARSTONS MILLS,MA,8035,110
503,2649,MASHPEE,MA,12595,505
504,2650,NORTH CHATHAM,MA,7284,50
505,2651,NORTH EASTHAM,MA,13645,180
506,2652,NORTH TRURO,MA,22043,225
507,2653,ORLEANS,MA,19459,560
508,2655,OSTERVILLE,MA,2576,105
509,2657,PROVINCETOWN,MA,34951,1570
510,2659,SOUTH CHATHAM,MA,10656,55
511,2660,SOUTH DENNIS,MA,9081,230
512,2661,SOUTH HARWICH,MA,6257,40
513,2662,SOUTH ORLEANS,MA,4995,10
514,2663,SOUTH WELLFLEET,MA,16227,120
515,2664,SOUTH YARMOUTH,MA,17241,725
516,2666,TRURO,MA,13829,95
517,2667,WELLFLEET,MA,16712,300
518,2668,WEST BARNSTABLE,MA,8210,100
519,2669,WEST CHATHAM,MA,804,30
520,2670,WEST DENNIS,MA,13726,215
521,2671,WEST HARWICH,MA,15285,165
522,2673,WEST YARMOUTH,MA,17482,615
523,2675,YARMOUTH PORT,MA,15820,280
524,2702,ASSONET,MA,10404,125
525,2703,ATTLEBORO,MA,20575,1220
526,2713,CUTTYHUNK,MA,630,15
527,2715,DIGHTON,MA,1961,60
528,2717,EAST FREETOWN,MA,7777,115
529,2718,EAST TAUNTON,MA,630,30
530,2719,FAIRHAVEN,MA,19545,805
531,2720,FALL RIVER,MA,21340,755
532,2721,FALL RIVER,MA,14333,1025
533,2722,FALL RIVER,MA,810,45
534,2723,FALL RIVER,MA,11519,385
535,2724,FALL RIVER,MA,15481,350
536,2725,SOMERSET,MA,12177,140
537,2726,SOMERSET,MA,12285,460
538,2738,MARION,MA,4183,150
539,2739,MATTAPOISETT,MA,10326,230
540,2740,NEW BEDFORD,MA,16909,1120
541,2741,NEW BEDFORD,MA,675,15
542,2743,ACUSHNET,MA,10165,230
543,2744,NEW BEDFORD,MA,16840,450
544,2745,NEW BEDFORD,MA,14096,810
545,2746,NEW BEDFORD,MA,11030,700
546,2747,NORTH DARTMOUTH,MA,18584,1080
547,2748,SOUTH DARTMOUTH,MA,9093,250
548,2760,NORTH ATTLEBORO,MA,15731,930
549,2762,PLAINVILLE,MA,10695,405
550,2763,ATTLEBORO FALLS,MA,1668,45
551,2764,NORTH DIGHTON,MA,1420,45
552,2766,NORTON,MA,11598,575
553,2767,RAYNHAM,MA,13074,720
554,2769,REHOBOTH,MA,14179,310
555,2770,ROCHESTER,MA,2859,75
556,2771,SEEKONK,MA,15123,1000
557,2777,SWANSEA,MA,14758,585
558,2779,BERKLEY,MA,8673,100
559,2780,TAUNTON,MA,20051,1570
560,2790,WESTPORT,MA,18270,440
561,2801,ADAMSVILLE,RI,670,15
562,2802,ALBION,RI,6659,35
563,2804,ASHAWAY,RI,6952,95
564,2806,BARRINGTON,RI,10265,305
565,2807,BLOCK ISLAND,RI,23906,640
566,2809,BRISTOL,RI,13890,845
567,2812,CAROLINA,RI,630,15
568,2813,CHARLESTOWN,RI,18633,210
569,2814,CHEPACHET,RI,11363,125
570,2816,COVENTRY,RI,15956,835
571,2817,WEST GREENWICH,RI,17973,265
572,2818,EAST GREENWICH,RI,16999,1135
573,2822,EXETER,RI,9206,180
574,2824,FORESTDALE,RI,1330,30
575,2825,FOSTER,RI,11043,80
576,2826,GLENDALE,RI,1293,30
577,2827,GREENE,RI,4995,10
578,2828,GREENVILLE,RI,13329,295
579,2829,HARMONY,RI,6237,40
580,2830,HARRISVILLE,RI,3411,150
581,2832,HOPE VALLEY,RI,1957,45
582,2833,HOPKINTON,RI,4995,10
583,2835,JAMESTOWN,RI,10146,210
584,2837,LITTLE COMPTON,RI,8206,115
585,2838,MANVILLE,RI,2014,75
586,2839,MAPLEVILLE,RI,4995,10
587,2840,NEWPORT,RI,30105,2555
588,2842,MIDDLETOWN,RI,29891,1235
589,2852,NORTH KINGSTOWN,RI,23709,855
590,2857,NORTH SCITUATE,RI,14394,280
591,2858,OAKLAND,RI,630,15
592,2859,PASCOAG,RI,11697,170
593,2860,PAWTUCKET,RI,21532,1165
594,2861,PAWTUCKET,RI,18394,795
595,2862,PAWTUCKET,RI,630,15
596,2863,CENTRAL FALLS,RI,14270,440
597,2864,CUMBERLAND,RI,18749,825
598,2865,LINCOLN,RI,14317,690
599,2871,PORTSMOUTH,RI,16553,510
600,2874,SAUNDERSTOWN,RI,8079,100
601,2875,SHANNOCK,RI,585,15
602,2876,SLATERSVILLE,RI,2062,60
603,2877,SLOCUM,RI,4995,10
604,2878,TIVERTON,RI,13454,410
605,2879,WAKEFIELD,RI,22741,865
606,2881,KINGSTON,RI,12978,445
607,2882,NARRAGANSETT,RI,21112,930
608,2885,WARREN,RI,17487,600
609,2886,WARWICK,RI,25663,2005
610,2888,WARWICK,RI,16235,785
611,2889,WARWICK,RI,15121,650
612,2891,WESTERLY,RI,24998,1410
613,2892,WEST KINGSTON,RI,11417,75
614,2893,WEST WARWICK,RI,14585,945
615,2894,WOOD RIVER JUNCTION,RI,670,15
616,2895,WOONSOCKET,RI,21245,1345
617,2896,NORTH SMITHFIELD,RI,8774,250
618,2898,WYOMING,RI,8346,160
619,2901,PROVIDENCE,RI,630,15
620,2903,PROVIDENCE,RI,29943,3330
621,2904,PROVIDENCE,RI,17660,1240
622,2905,PROVIDENCE,RI,19687,655
623,2906,PROVIDENCE,RI,14527,1265
624,2907,PROVIDENCE,RI,14840,570
625,2908,PROVIDENCE,RI,17073,845
626,2909,PROVIDENCE,RI,14083,980
627,2910,CRANSTON,RI,18759,655
628,2911,NORTH PROVIDENCE,RI,13002,305
629,2912,PROVIDENCE,RI,640,15
630,2914,EAST PROVIDENCE,RI,15925,1040
631,2915,RIVERSIDE,RI,11072,300
632,2916,RUMFORD,RI,11551,295
633,2917,SMITHFIELD,RI,21028,800
634,2918,PROVIDENCE,RI,1290,75
635,2919,JOHNSTON,RI,16581,1100
636,2920,CRANSTON,RI,17720,1490
637,2921,CRANSTON,RI,12573,160
638,2940,PROVIDENCE,RI,585,15
639,3031,AMHERST,NH,10459,280
640,3032,AUBURN,NH,7930,100
641,3033,BROOKLINE,NH,7712,95
642,3034,CANDIA,NH,6230,40
643,3036,CHESTER,NH,6279,40
644,3037,DEERFIELD,NH,1411,45
645,3038,DERRY,NH,15300,790
646,3042,EPPING,NH,12585,300
647,3043,FRANCESTOWN,NH,1246,30
648,3044,FREMONT,NH,5999,40
649,3045,GOFFSTOWN,NH,11236,260
650,3047,GREENFIELD,NH,6778,55
651,3048,GREENVILLE,NH,1955,60
652,3049,HOLLIS,NH,12667,170
653,3051,HUDSON,NH,17782,650
654,3052,LITCHFIELD,NH,7946,90
655,3053,LONDONDERRY,NH,10335,670
