,zipcode,city,states,revenue_per_zipcode,national_num_esta
7170,27018,EAST BEND,NC,6903,70
7171,27019,GERMANTON,NC,640,15
7172,27020,HAMPTONVILLE,NC,1875,45
7173,27021,KING,NC,10577,410
7174,27022,LAWSONVILLE,NC,1212,30
7175,27023,LEWISVILLE,NC,8216,185
7176,27024,LOWGAP,NC,6234,40
7177,27025,MADISON,NC,9265,320
7178,27027,MAYODAN,NC,7114,105
7179,27028,MOCKSVILLE,NC,17411,645
7180,27030,MOUNT AIRY,NC,23736,1245
7181,27040,PFAFFTOWN,NC,7566,100
7182,27041,PILOT MOUNTAIN,NC,8910,200
7183,27043,PINNACLE,NC,6212,40
7184,27045,RURAL HALL,NC,8894,190
7185,27046,SANDY RIDGE,NC,1203,30
7186,27048,STONEVILLE,NC,670,15
7187,27051,WALKERTOWN,NC,10822,215
7188,27052,WALNUT COVE,NC,3186,180
7189,27053,WESTFIELD,NC,8991,20
7190,27055,YADKINVILLE,NC,13746,350
7191,27101,WINSTON SALEM,NC,23412,1270
7192,27102,WINSTON SALEM,NC,1304,45
7193,27103,WINSTON SALEM,NC,21931,2475
7194,27104,WINSTON SALEM,NC,15627,870
7195,27105,WINSTON SALEM,NC,17605,1190
7196,27106,WINSTON SALEM,NC,12814,1010
7197,27107,WINSTON SALEM,NC,10835,440
7198,27109,WINSTON SALEM,NC,1870,45
7199,27110,WINSTON SALEM,NC,1330,30
7200,27127,WINSTON SALEM,NC,13119,600
7201,27157,WINSTON SALEM,NC,6677,70
7202,27203,ASHEBORO,NC,14378,1250
7203,27204,ASHEBORO,NC,1732,45
7204,27205,ASHEBORO,NC,12078,300
7205,27207,BEAR CREEK,NC,1913,45
7206,27208,BENNETT,NC,5576,25
7207,27209,BISCOE,NC,3810,135
7208,27214,BROWNS SUMMIT,NC,640,15
7209,27215,BURLINGTON,NC,26231,2500
7210,27216,BURLINGTON,NC,1330,30
7211,27217,BURLINGTON,NC,9004,355
7212,27229,CANDOR,NC,6939,70
7213,27233,CLIMAX,NC,5666,35
7214,27235,COLFAX,NC,6910,85
7215,27239,DENTON,NC,7704,120
7216,27243,EFLAND,NC,1312,30
7217,27244,ELON,NC,11464,200
7218,27248,FRANKLINVILLE,NC,585,15
7219,27249,GIBSONVILLE,NC,6715,100
7220,27252,GOLDSTON,NC,630,15
7221,27253,GRAHAM,NC,14694,510
7222,27258,HAW RIVER,NC,2565,90
7223,27260,HIGH POINT,NC,17535,505
7224,27261,HIGH POINT,NC,1964,45
7225,27262,HIGH POINT,NC,18991,1070
7226,27263,HIGH POINT,NC,16710,905
7227,27265,HIGH POINT,NC,15199,1240
7228,27278,HILLSBOROUGH,NC,14482,570
7229,27281,JACKSON SPRINGS,NC,5623,25
7230,27282,JAMESTOWN,NC,13897,295
7231,27283,JULIAN,NC,1134,30
7232,27284,KERNERSVILLE,NC,13605,1225
7233,27285,KERNERSVILLE,NC,675,15
7234,27288,EDEN,NC,18195,680
7235,27291,LEASBURG,NC,4995,10
7236,27292,LEXINGTON,NC,19065,1115
7237,27293,LEXINGTON,NC,4995,10
7238,27295,LEXINGTON,NC,9886,470
7239,27298,LIBERTY,NC,2229,150
7240,27301,MC LEANSVILLE,NC,2504,60
7241,27302,MEBANE,NC,12963,695
7242,27305,MILTON,NC,640,15
7243,27306,MOUNT GILEAD,NC,1868,60
7244,27310,OAK RIDGE,NC,9475,240
7245,27312,PITTSBORO,NC,12315,400
7246,27315,PROVIDENCE,NC,585,15
7247,27316,RAMSEUR,NC,8216,160
7248,27317,RANDLEMAN,NC,10488,345
7249,27320,REIDSVILLE,NC,17163,900
7250,27325,ROBBINS,NC,6972,70
7251,27326,RUFFIN,NC,630,15
7252,27330,SANFORD,NC,16998,1125
7253,27331,SANFORD,NC,1215,30
7254,27332,SANFORD,NC,12224,360
7255,27341,SEAGROVE,NC,630,15
7256,27343,SEMORA,NC,1264,30
7257,27344,SILER CITY,NC,10655,465
7258,27349,SNOW CAMP,NC,640,15
7259,27350,SOPHIA,NC,1152,30
7260,27355,STALEY,NC,675,15
7261,27356,STAR,NC,8618,35
7262,27357,STOKESDALE,NC,9725,140
7263,27358,SUMMERFIELD,NC,9693,140
7264,27359,SWEPSONVILLE,NC,630,15
7265,27360,THOMASVILLE,NC,18767,1060
7266,27370,TRINITY,NC,2011,75
7267,27371,TROY,NC,14473,210
7268,27373,WALLBURG,NC,1298,30
7269,27374,WELCOME,NC,804,75
7270,27375,WENTWORTH,NC,4995,10
7271,27376,WEST END,NC,9103,195
7272,27377,WHITSETT,NC,9328,160
7273,27379,YANCEYVILLE,NC,8067,130
7274,27401,GREENSBORO,NC,21643,915
7275,27402,GREENSBORO,NC,3140,195
7276,27403,GREENSBORO,NC,17845,1200
7277,27404,GREENSBORO,NC,1333,45
7278,27405,GREENSBORO,NC,15644,1030
7279,27406,GREENSBORO,NC,16228,1115
7280,27407,GREENSBORO,NC,25509,2485
7281,27408,GREENSBORO,NC,14774,1555
7282,27409,GREENSBORO,NC,17754,1170
7283,27410,GREENSBORO,NC,14356,1505
7284,27411,GREENSBORO,NC,3110,90
7285,27412,GREENSBORO,NC,670,15
7286,27415,GREENSBORO,NC,1298,30
7287,27419,GREENSBORO,NC,1339,30
7288,27420,GREENSBORO,NC,630,15
7289,27427,GREENSBORO,NC,6288,55
7290,27429,GREENSBORO,NC,670,15
7291,27438,GREENSBORO,NC,4995,10
7292,27455,GREENSBORO,NC,9387,355
7293,27501,ANGIER,NC,10239,260
7294,27502,APEX,NC,19186,1010
7295,27503,BAHAMA,NC,675,15
7296,27504,BENSON,NC,10035,415
7297,27505,BROADWAY,NC,6203,40
7298,27506,BUIES CREEK,NC,7118,70
7299,27508,BUNN,NC,1383,45
7300,27509,BUTNER,NC,7934,65
7301,27510,CARRBORO,NC,11533,560
7302,27511,CARY,NC,21289,2050
7303,27512,CARY,NC,675,15
7304,27513,CARY,NC,18279,1295
7305,27514,CHAPEL HILL,NC,32268,1935
7306,27515,CHAPEL HILL,NC,1307,30
7307,27516,CHAPEL HILL,NC,18092,920
7308,27517,CHAPEL HILL,NC,9703,495
7309,27518,CARY,NC,16871,1065
7310,27519,CARY,NC,14040,475
7311,27520,CLAYTON,NC,10909,765
7312,27521,COATS,NC,7319,70
7313,27522,CREEDMOOR,NC,13154,425
7314,27523,APEX,NC,7823,110
7315,27524,FOUR OAKS,NC,4914,165
7316,27525,FRANKLINTON,NC,3555,135
7317,27526,FUQUAY VARINA,NC,17674,950
7318,27527,CLAYTON,NC,3475,150
7319,27529,GARNER,NC,13060,1465
7320,27530,GOLDSBORO,NC,16290,1005
7321,27532,GOLDSBORO,NC,810,30
7322,27533,GOLDSBORO,NC,1293,30
7323,27534,GOLDSBORO,NC,20494,1210
7324,27536,HENDERSON,NC,17525,850
7325,27537,HENDERSON,NC,7481,95
7326,27539,APEX,NC,13378,210
7327,27540,HOLLY SPRINGS,NC,11186,570
7328,27541,HURDLE MILLS,NC,640,15
7329,27542,KENLY,NC,8331,170
7330,27545,KNIGHTDALE,NC,11502,645
7331,27546,LILLINGTON,NC,11177,400
7332,27549,LOUISBURG,NC,10026,430
7333,27557,MIDDLESEX,NC,5621,25
7334,27560,MORRISVILLE,NC,14294,1460
7335,27562,NEW HILL,NC,630,15
7336,27563,NORLINA,NC,7478,70
7337,27565,OXFORD,NC,13847,570
7338,27569,PRINCETON,NC,2518,75
7339,27571,ROLESVILLE,NC,10502,235
7340,27572,ROUGEMONT,NC,6830,55
7341,27573,ROXBORO,NC,13590,705
7342,27574,ROXBORO,NC,640,15
7343,27576,SELMA,NC,13888,365
7344,27577,SMITHFIELD,NC,21102,1060
7345,27583,TIMBERLAKE,NC,1293,30
7346,27584,TOWNSVILLE,NC,640,15
7347,27587,WAKE FOREST,NC,16722,1255
7348,27589,WARRENTON,NC,8612,140
7349,27591,WENDELL,NC,7033,105
7350,27592,WILLOW SPRING,NC,1264,30
7351,27596,YOUNGSVILLE,NC,7899,120
7352,27597,ZEBULON,NC,10026,320
7353,27599,CHAPEL HILL,NC,9569,430
7354,27601,RALEIGH,NC,24466,1260
7355,27603,RALEIGH,NC,30365,1780
7356,27604,RALEIGH,NC,23953,1475
7357,27605,RALEIGH,NC,11535,610
7358,27606,RALEIGH,NC,15040,1120
7359,27607,RALEIGH,NC,13626,1055
7360,27608,RALEIGH,NC,14023,420
7361,27609,RALEIGH,NC,17661,1700
7362,27610,RALEIGH,NC,17032,1055
7363,27611,RALEIGH,NC,1878,45
7364,27612,RALEIGH,NC,27317,1665
7365,27613,RALEIGH,NC,11778,980
7366,27614,RALEIGH,NC,15030,665
7367,27615,RALEIGH,NC,18139,1425
7368,27616,RALEIGH,NC,12140,920
7369,27617,RALEIGH,NC,10876,765
7370,27619,RALEIGH,NC,675,15
7371,27622,RALEIGH,NC,1312,30
7372,27623,RALEIGH,NC,1080,45
7373,27624,RALEIGH,NC,1955,195
7374,27636,RALEIGH,NC,1339,30
7375,27656,RALEIGH,NC,640,15
7376,27658,RALEIGH,NC,640,15
7377,27675,RALEIGH,NC,1416,45
7378,27697,RALEIGH,NC,630,15
7379,27701,DURHAM,NC,24090,1345
7380,27702,DURHAM,NC,675,30
7381,27703,DURHAM,NC,21518,1245
7382,27704,DURHAM,NC,20509,820
7383,27705,DURHAM,NC,21149,1615
7384,27706,DURHAM,NC,675,15
7385,27707,DURHAM,NC,15778,1940
7386,27708,DURHAM,NC,9124,215
7387,27709,DURHAM,NC,9054,475
7388,27710,DURHAM,NC,1330,60
7389,27711,DURHAM,NC,1295,30
7390,27712,DURHAM,NC,10686,260
7391,27713,DURHAM,NC,20223,1770
7392,27717,DURHAM,NC,670,15
7393,27722,DURHAM,NC,630,15
7394,27801,ROCKY MOUNT,NC,9738,315
7395,27802,ROCKY MOUNT,NC,5666,25
7396,27803,ROCKY MOUNT,NC,3249,120
7397,27804,ROCKY MOUNT,NC,25081,1515
7398,27806,AURORA,NC,630,15
7399,27807,BAILEY,NC,10903,85
7400,27808,BATH,NC,1285,30
7401,27809,BATTLEBORO,NC,16328,255
7402,27810,BELHAVEN,NC,8264,115
7403,27812,BETHEL,NC,7281,70
7404,27816,CASTALIA,NC,4995,10
7405,27817,CHOCOWINITY,NC,6960,85
7406,27822,ELM CITY,NC,5621,25
7407,27823,ENFIELD,NC,1915,60
7408,27824,ENGELHARD,NC,670,15
7409,27826,FAIRFIELD,NC,1267,30
7410,27828,FARMVILLE,NC,9736,230
7411,27829,FOUNTAIN,NC,5575,25
7412,27830,FREMONT,NC,1338,60
7413,27831,GARYSBURG,NC,1206,30
7414,27832,GASTON,NC,1303,30
7415,27834,GREENVILLE,NC,20385,2015
7416,27835,GREENVILLE,NC,3275,90
7417,27836,GREENVILLE,NC,1330,45
7418,27837,GRIMESLAND,NC,585,15
7419,27839,HALIFAX,NC,2528,60
7420,27840,HAMILTON,NC,630,15
7421,27842,HENRICO,NC,640,15
7422,27844,HOLLISTER,NC,640,15
7423,27845,JACKSON,NC,6260,40
7424,27846,JAMESVILLE,NC,5746,50
7425,27849,LEWISTON WOODVILLE,NC,670,15
7426,27850,LITTLETON,NC,9329,175
7427,27851,LUCAMA,NC,1203,30
7428,27852,MACCLESFIELD,NC,630,15
7429,27855,MURFREESBORO,NC,8270,170
7430,27856,NASHVILLE,NC,10419,455
7431,27858,GREENVILLE,NC,22567,1960
7432,27863,PIKEVILLE,NC,6946,55
7433,27864,PINETOPS,NC,5665,25
7434,27869,RICH SQUARE,NC,5631,35
7435,27870,ROANOKE RAPIDS,NC,18408,1010
7436,27871,ROBERSONVILLE,NC,2071,75
7437,27874,SCOTLAND NECK,NC,3200,105
7438,27876,SEABOARD,NC,630,15
7439,27878,SHARPSBURG,NC,7578,85
7440,27880,SIMS,NC,630,15
7441,27882,SPRING HOPE,NC,5746,55
7442,27883,STANTONSBURG,NC,1255,30
7443,27884,STOKES,NC,630,15
7444,27886,TARBORO,NC,10500,505
7445,27888,WALSTONBURG,NC,585,15
7446,27889,WASHINGTON,NC,21309,810
7447,27890,WELDON,NC,9050,95
7448,27891,WHITAKERS,NC,1309,30
7449,27892,WILLIAMSTON,NC,14555,535
7450,27893,WILSON,NC,21561,1115
7451,27894,WILSON,NC,2537,60
7452,27895,WILSON,NC,1958,60
7453,27896,WILSON,NC,11744,665
7454,27897,WOODLAND,NC,1200,30
7455,27906,ELIZABETH CITY,NC,630,15
7456,27909,ELIZABETH CITY,NC,14245,1270
7457,27910,AHOSKIE,NC,13417,475
7458,27915,AVON,NC,17806,160
7459,27917,BARCO,NC,670,15
7460,27919,BELVIDERE,NC,640,15
7461,27920,BUXTON,NC,18738,310
7462,27921,CAMDEN,NC,1423,60
7463,27923,COINJOCK,NC,6302,40
7464,27925,COLUMBIA,NC,2701,90
7465,27926,CORAPEAKE,NC,5623,25
7466,27927,COROLLA,NC,13300,420
7467,27928,CRESWELL,NC,4995,10
7468,27929,CURRITUCK,NC,675,15
7469,27932,EDENTON,NC,10515,390
7470,27935,EURE,NC,670,15
7471,27936,FRISCO,NC,12411,100
7472,27937,GATES,NC,670,15
7473,27939,GRANDY,NC,2041,90
7474,27942,HARRELLSVILLE,NC,4995,10
7475,27943,HATTERAS,NC,15911,185
7476,27944,HERTFORD,NC,9385,155
7477,27947,JARVISBURG,NC,5631,25
7478,27948,KILL DEVIL HILLS,NC,18346,1085
7479,27949,KITTY HAWK,NC,17246,975
7480,27950,KNOTTS ISLAND,NC,630,15
7481,27954,MANTEO,NC,18095,395
7482,27958,MOYOCK,NC,9676,160
7483,27959,NAGS HEAD,NC,20362,815
7484,27960,OCRACOKE,NC,17078,300
7485,27962,PLYMOUTH,NC,11384,345
7486,27964,POINT HARBOR,NC,5623,25
7487,27965,POPLAR BRANCH,NC,630,15
7488,27966,POWELLS POINT,NC,5633,40
7489,27968,RODANTHE,NC,12946,125
7490,27970,ROPER,NC,630,15
7491,27972,SALVO,NC,8991,20
7492,27980,TYNER,NC,4995,10
7493,27981,WANCHESE,NC,630,15
7494,27982,WAVES,NC,10265,75
7495,27983,WINDSOR,NC,8855,190
7496,27985,WINFALL,NC,640,15
7497,27986,WINTON,NC,6248,40
7498,28001,ALBEMARLE,NC,18173,1020
7499,28002,ALBEMARLE,NC,640,15
7500,28007,ANSONVILLE,NC,630,15
7501,28010,BARIUM SPRINGS,NC,670,15
7502,28012,BELMONT,NC,12566,615
7503,28016,BESSEMER CITY,NC,3369,150
7504,28017,BOILING SPRINGS,NC,8203,165
7505,28018,BOSTIC,NC,1252,30
7506,28021,CHERRYVILLE,NC,8258,235
7507,28023,CHINA GROVE,NC,9889,250
7508,28024,CLIFFSIDE,NC,640,15
7509,28025,CONCORD,NC,17026,1130
7510,28026,CONCORD,NC,1342,30
7511,28027,CONCORD,NC,22787,2135
7512,28031,CORNELIUS,NC,19552,1005
7513,28032,CRAMERTON,NC,6957,85
7514,28034,DALLAS,NC,13515,255
7515,28035,DAVIDSON,NC,1134,30
7516,28036,DAVIDSON,NC,13674,425
7517,28037,DENVER,NC,11682,705
7518,28039,EAST SPENCER,NC,585,15
7519,28040,ELLENBORO,NC,640,30
7520,28042,FALLSTON,NC,1423,45
7521,28043,FOREST CITY,NC,13921,785
7522,28052,GASTONIA,NC,20475,995
7523,28053,GASTONIA,NC,675,15
7524,28054,GASTONIA,NC,13999,1250
7525,28056,GASTONIA,NC,16128,655
7526,28070,HUNTERSVILLE,NC,1333,30
7527,28072,GRANITE QUARRY,NC,6245,55
7528,28073,GROVER,NC,1267,30
7529,28075,HARRISBURG,NC,15772,515
7530,28076,HENRIETTA,NC,670,15
7531,28078,HUNTERSVILLE,NC,20819,1515
7532,28079,INDIAN TRAIL,NC,14833,780
7533,28081,KANNAPOLIS,NC,10480,375
7534,28082,KANNAPOLIS,NC,640,15
7535,28083,KANNAPOLIS,NC,17325,745
7536,28086,KINGS MOUNTAIN,NC,15079,575
7537,28088,LANDIS,NC,1298,45
7538,28090,LAWNDALE,NC,585,15
7539,28091,LILESVILLE,NC,630,15
7540,28092,LINCOLNTON,NC,23087,785
7541,28093,LINCOLNTON,NC,675,15
7542,28097,LOCUST,NC,9905,230
7543,28098,LOWELL,NC,6455,70
7544,28101,MC ADENVILLE,NC,640,15
7545,28103,MARSHVILLE,NC,12108,200
7546,28104,MATTHEWS,NC,15296,475
7547,28105,MATTHEWS,NC,24341,1660
7548,28106,MATTHEWS,NC,1877,45
7549,28107,MIDLAND,NC,5621,50
7550,28108,MINERAL SPRINGS,NC,640,15
7551,28109,MISENHEIMER,NC,675,15
7552,28110,MONROE,NC,16762,1250
7553,28111,MONROE,NC,1290,30
7554,28112,MONROE,NC,10576,310
7555,28114,MOORESBORO,NC,5621,25
7556,28115,MOORESVILLE,NC,14806,875
7557,28117,MOORESVILLE,NC,19994,1595
7558,28120,MOUNT HOLLY,NC,9390,215
7559,28124,MOUNT PLEASANT,NC,2422,90
7560,28127,NEW LONDON,NC,2263,90
7561,28128,NORWOOD,NC,4273,150
7562,28129,OAKBORO,NC,6856,55
7563,28134,PINEVILLE,NC,22477,845
7564,28135,POLKTON,NC,630,15
7565,28137,RICHFIELD,NC,2784,150
7566,28138,ROCKWELL,NC,2953,180
7567,28139,RUTHERFORDTON,NC,11295,280
7568,28144,SALISBURY,NC,16104,1215
7569,28145,SALISBURY,NC,810,30
7570,28146,SALISBURY,NC,15301,335
7571,28147,SALISBURY,NC,16433,605
7572,28150,SHELBY,NC,12056,835
7573,28152,SHELBY,NC,10840,615
7574,28159,SPENCER,NC,7817,100
7575,28160,SPINDALE,NC,12157,225
7576,28163,STANFIELD,NC,640,15
7577,28164,STANLEY,NC,7686,155
7578,28166,TROUTMAN,NC,8399,220
7579,28168,VALE,NC,2294,75
7580,28170,WADESBORO,NC,5305,390
7581,28173,WAXHAW,NC,14760,515
7582,28174,WINGATE,NC,9271,135
7583,28201,CHARLOTTE,NC,640,15
7584,28202,CHARLOTTE,NC,17627,2455
7585,28203,CHARLOTTE,NC,26522,1455
7586,28204,CHARLOTTE,NC,17939,1185
7587,28205,CHARLOTTE,NC,24916,1515
7588,28206,CHARLOTTE,NC,12887,335
7589,28207,CHARLOTTE,NC,10040,345
7590,28208,CHARLOTTE,NC,20819,1260
7591,28209,CHARLOTTE,NC,12202,1080
7592,28210,CHARLOTTE,NC,13601,950
7593,28211,CHARLOTTE,NC,17588,1150
7594,28212,CHARLOTTE,NC,13799,555
7595,28213,CHARLOTTE,NC,19437,980
7596,28214,CHARLOTTE,NC,10542,405
7597,28215,CHARLOTTE,NC,9311,370
7598,28216,CHARLOTTE,NC,20525,1215
7599,28217,CHARLOTTE,NC,28958,1795
7600,28219,CHARLOTTE,NC,1080,60
7601,28222,CHARLOTTE,NC,670,15
7602,28223,CHARLOTTE,NC,3545,300
7603,28226,CHARLOTTE,NC,16550,1140
7604,28227,CHARLOTTE,NC,18940,1010
7605,28232,CHARLOTTE,NC,640,15
7606,28233,CHARLOTTE,NC,675,15
7607,28235,CHARLOTTE,NC,630,15
7608,28237,CHARLOTTE,NC,670,15
7609,28241,CHARLOTTE,NC,1333,30
7610,28244,CHARLOTTE,NC,1465,90
7611,28246,CHARLOTTE,NC,2582,60
7612,28247,CHARLOTTE,NC,670,15
7613,28255,CHARLOTTE,NC,1300,30
7614,28256,CHARLOTTE,NC,675,15
7615,28262,CHARLOTTE,NC,20895,1810
7616,28269,CHARLOTTE,NC,20884,1180
7617,28270,CHARLOTTE,NC,19770,625
7618,28272,CHARLOTTE,NC,670,15
7619,28273,CHARLOTTE,NC,14184,1450
7620,28274,CHARLOTTE,NC,1330,30
7621,28277,CHARLOTTE,NC,19457,2555
7622,28278,CHARLOTTE,NC,2168,120
7623,28280,CHARLOTTE,NC,7319,65
7624,28281,CHARLOTTE,NC,675,15
7625,28282,CHARLOTTE,NC,640,15
7626,28284,CHARLOTTE,NC,670,15
7627,28285,CHARLOTTE,NC,1342,30
7628,28287,CHARLOTTE,NC,1342,30
7629,28297,CHARLOTTE,NC,675,15
7630,28301,FAYETTEVILLE,NC,17307,970
7631,28302,FAYETTEVILLE,NC,1695,45
7632,28303,FAYETTEVILLE,NC,22983,2525
7633,28304,FAYETTEVILLE,NC,16047,1035
7634,28305,FAYETTEVILLE,NC,9906,75
7635,28306,FAYETTEVILLE,NC,18361,765
7636,28307,FORT BRAGG,NC,3433,105
7637,28308,POPE ARMY AIRFIELD,NC,670,15
7638,28309,FAYETTEVILLE,NC,1303,45
7639,28310,FORT BRAGG,NC,7816,110
7640,28311,FAYETTEVILLE,NC,11808,685
7641,28312,FAYETTEVILLE,NC,9661,265
7642,28314,FAYETTEVILLE,NC,11344,880
7643,28315,ABERDEEN,NC,15734,665
7644,28318,AUTRYVILLE,NC,585,15
7645,28320,BLADENBORO,NC,7478,100
7646,28325,CALYPSO,NC,585,15
7647,28326,CAMERON,NC,7934,115
7648,28327,CARTHAGE,NC,17358,305
7649,28328,CLINTON,NC,16476,775
7650,28329,CLINTON,NC,1252,30
7651,28333,DUDLEY,NC,756,30
7652,28334,DUNN,NC,11864,940
7653,28337,ELIZABETHTOWN,NC,15804,445
7654,28338,ELLERBE,NC,10199,50
7655,28339,ERWIN,NC,2707,75
7656,28340,FAIRMONT,NC,7061,70
7657,28341,FAISON,NC,1258,30
7658,28345,HAMLET,NC,2485,90
7659,28348,HOPE MILLS,NC,18282,635
7660,28349,KENANSVILLE,NC,9130,160
7661,28351,LAUREL HILL,NC,6290,55
7662,28352,LAURINBURG,NC,11833,720
7663,28353,LAURINBURG,NC,670,15
7664,28358,LUMBERTON,NC,17896,1295
7665,28360,LUMBERTON,NC,13240,205
7666,28363,MARSTON,NC,585,15
7667,28364,MAXTON,NC,2488,60
7668,28365,MOUNT OLIVE,NC,8357,260
7669,28366,NEWTON GROVE,NC,6283,70
7670,28370,PINEHURST,NC,1298,30
7671,28371,PARKTON,NC,5669,25
7672,28372,PEMBROKE,NC,15690,425
7673,28373,PINEBLUFF,NC,585,30
7674,28374,PINEHURST,NC,12491,430
7675,28375,PROCTORVILLE,NC,4995,10
7676,28376,RAEFORD,NC,9868,325
7677,28377,RED SPRINGS,NC,3127,120
7678,28378,REX,NC,675,15
7679,28379,ROCKINGHAM,NC,21269,755
7680,28382,ROSEBORO,NC,2951,105
7681,28383,ROWLAND,NC,6213,40
7682,28384,SAINT PAULS,NC,9048,210
7683,28385,SALEMBURG,NC,5665,25
7684,28387,SOUTHERN PINES,NC,17456,1050
7685,28388,SOUTHERN PINES,NC,670,15
7686,28390,SPRING LAKE,NC,19315,780
7687,28391,STEDMAN,NC,8145,100
7688,28392,TAR HEEL,NC,630,15
7689,28394,VASS,NC,7028,95
7690,28395,WADE,NC,6700,55
7691,28398,WARSAW,NC,4055,210
7692,28399,WHITE OAK,NC,630,15
7693,28401,WILMINGTON,NC,23137,1765
7694,28402,WILMINGTON,NC,2591,60
7695,28403,WILMINGTON,NC,29780,2925
7696,28404,WILMINGTON,NC,670,15
7697,28405,WILMINGTON,NC,21070,1370
7698,28409,WILMINGTON,NC,11884,175
7699,28411,WILMINGTON,NC,12783,565
7700,28412,WILMINGTON,NC,14562,1100
7701,28421,ATKINSON,NC,5579,25
7702,28422,BOLIVIA,NC,1695,45
7703,28423,BOLTON,NC,640,15
7704,28425,BURGAW,NC,8671,190
7705,28428,CAROLINA BEACH,NC,20523,710
7706,28429,CASTLE HAYNE,NC,2573,75
7707,28431,CHADBOURN,NC,8105,130
7708,28433,CLARKTON,NC,630,30
7709,28436,DELCO,NC,640,45
7710,28439,FAIR BLUFF,NC,5620,25
7711,28441,GARLAND,NC,1942,60
7712,28443,HAMPSTEAD,NC,12199,365
7713,28444,HARRELLS,NC,5623,25
7714,28445,HOLLY RIDGE,NC,18546,610
7715,28449,KURE BEACH,NC,13706,165
7716,28450,LAKE WACCAMAW,NC,7046,90
7717,28451,LELAND,NC,13115,575
7718,28455,NAKINA,NC,1255,30
7719,28456,RIEGELWOOD,NC,640,15
7720,28457,ROCKY POINT,NC,9942,95
7721,28458,ROSE HILL,NC,1285,30
7722,28459,SHALLOTTE,NC,2630,120
7723,28460,SNEADS FERRY,NC,14394,345
7724,28461,SOUTHPORT,NC,20639,820
7725,28462,SUPPLY,NC,11054,295
7726,28463,TABOR CITY,NC,12602,175
7727,28465,OAK ISLAND,NC,15461,510
7728,28466,WALLACE,NC,8900,315
7729,28467,CALABASH,NC,8737,390
7730,28468,SUNSET BEACH,NC,11196,215
7731,28469,OCEAN ISLE BEACH,NC,11013,365
7732,28470,SHALLOTTE,NC,10111,430
7733,28472,WHITEVILLE,NC,16307,805
7734,28478,WILLARD,NC,640,15
7735,28479,WINNABOW,NC,585,15
7736,28480,WRIGHTSVILLE BEACH,NC,14512,355
7737,28501,KINSTON,NC,11084,655
7738,28502,KINSTON,NC,675,30
7739,28504,KINSTON,NC,11719,475
7740,28509,ALLIANCE,NC,2074,60
7741,28510,ARAPAHOE,NC,1976,75
7742,28512,ATLANTIC BEACH,NC,18571,520
7743,28513,AYDEN,NC,7774,155
7744,28515,BAYBORO,NC,670,15
7745,28516,BEAUFORT,NC,15640,470
7746,28518,BEULAVILLE,NC,2830,120
7747,28519,BRIDGETON,NC,1873,45
7748,28520,CEDAR ISLAND,NC,640,15
7749,28523,COVE CITY,NC,630,15
7750,28524,DAVIS,NC,630,15
7751,28525,DEEP RUN,NC,630,15
7752,28526,DOVER,NC,640,15
7753,28527,ERNUL,NC,675,15
7754,28529,GRANTSBORO,NC,2573,60
7755,28530,GRIFTON,NC,6863,70
7756,28531,HARKERS ISLAND,NC,640,30
7757,28532,HAVELOCK,NC,13620,740
7758,28533,CHERRY POINT,NC,1295,30
7759,28537,HOBUCKEN,NC,630,15
7760,28538,HOOKERTON,NC,585,15
7761,28539,HUBERT,NC,2043,60
7762,28540,JACKSONVILLE,NC,17613,1635
7763,28541,JACKSONVILLE,NC,1333,30
7764,28542,CAMP LEJEUNE,NC,7743,85
7765,28543,TARAWA TERRACE,NC,640,15
7766,28544,MIDWAY PARK,NC,13022,175
7767,28546,JACKSONVILLE,NC,20140,1710
7768,28547,CAMP LEJEUNE,NC,8928,190
7769,28551,LA GRANGE,NC,2953,120
7770,28554,MAURY,NC,585,15
7771,28555,MAYSVILLE,NC,1955,45
7772,28557,MOREHEAD CITY,NC,22244,1255
7773,28560,NEW BERN,NC,14246,1045
7774,28561,NEW BERN,NC,7472,100
7775,28562,NEW BERN,NC,13293,850
7776,28570,NEWPORT,NC,10577,195
7777,28571,ORIENTAL,NC,9101,120
7778,28572,PINK HILL,NC,7151,115
7779,28573,POLLOCKSVILLE,NC,630,15
7780,28574,RICHLANDS,NC,9709,190
7781,28575,SALTER PATH,NC,6330,85
7782,28577,SEALEVEL,NC,8991,20
7783,28578,SEVEN SPRINGS,NC,585,15
7784,28579,SMYRNA,NC,640,15
7785,28580,SNOW HILL,NC,8469,175
7786,28582,STELLA,NC,675,15
7787,28584,SWANSBORO,NC,12205,670
7788,28585,TRENTON,NC,5621,25
7789,28586,VANCEBORO,NC,9139,95
7790,28587,VANDEMERE,NC,630,15
7791,28590,WINTERVILLE,NC,11865,410
7792,28594,EMERALD ISLE,NC,14620,300
7793,28601,HICKORY,NC,16945,1445
7794,28602,HICKORY,NC,23625,1840
7795,28603,HICKORY,NC,2491,90
7796,28604,BANNER ELK,NC,17216,635
7797,28605,BLOWING ROCK,NC,20213,620
7798,28606,BOOMER,NC,1312,30
7799,28607,BOONE,NC,24935,1625
7800,28609,CATAWBA,NC,4995,10
7801,28610,CLAREMONT,NC,9121,170
7802,28612,CONNELLYS SPRINGS,NC,1865,60
7803,28613,CONOVER,NC,13807,600
7804,28616,CROSSNORE,NC,630,15
7805,28617,CRUMPLER,NC,585,15
7806,28618,DEEP GAP,NC,585,15
