,zip code,city,State,cfa_stores_per_zip
1489,77338,Humble,TX,4
1490,77339,Kingwood,TX,2
1491,77345,Kingwood,TX,2
1492,77346,Humble,TX,2
1493,77354,Magnolia,TX,2
1494,77373,Spring,TX,2
1495,77380,Woodlands,TX,2
1496,77382,Woodlands,TX,2
1497,77386,Spring,TX,2
1498,77388,Spring,TX,2
1499,77389,Spring,TX,2
1500,77406,Richmond,TX,2
1501,77429,Cypress,TX,2
1502,77433,Cypress,TX,4
1503,77449,Katy,TX,2
1504,77450,Katy,TX,2
1505,77459,City,TX,2
1506,77477,Stafford,TX,2
1507,77479,Land,TX,4
1508,77494,Katy,TX,4
1509,77505,Pasadena,TX,2
1510,77521,Baytown,TX,2
1511,77523,Baytown,TX,2
1512,77539,Dickinson,TX,2
1513,77546,Friendswood,TX,2
1514,77565,Shores,TX,2
1515,77566,Jackson,TX,2
1516,77571,Porte,TX,2
1517,77573,City,TX,2
1518,77581,Pearland,TX,2
1519,77598,Webster,TX,2
1520,77640,Arthur,TX,2
1521,77701,Beaumont,TX,2
1522,77705,Beaumont,TX,2
1523,77706,Beaumont,TX,4
1524,77802,Bryan,TX,2
1525,77840,Station,TX,2
1526,78028,Kerrville,TX,2
1527,78041,Laredo,TX,4
1528,78043,Laredo,TX,2
1529,78045,Laredo,TX,2
1530,78154,Selma,TX,2
1531,78209,Antonio,TX,2
1532,78216,Antonio,TX,2
1533,78223,Antonio,TX,4
1534,78227,Antonio,TX,2
1535,78229,Antonio,TX,2
1536,78231,Antonio,TX,2
1537,78238,Antonio,TX,4
1538,78240,Antonio,TX,2
1539,78249,Antonio,TX,2
1540,78250,Antonio,TX,2
1541,78253,Antonio,TX,2
1542,78258,Antonio,TX,2
1543,78411,Christi,TX,4
1544,78503,Mcallen,TX,2
1545,78504,Mcallen,TX,4
1546,78520,Brownsville,TX,2
1547,78521,Brownsville,TX,2
1548,78539,Edinburg,TX,2
1549,78552,Harlingen,TX,2
1550,78573,Palmhurst,TX,2
1551,78602,Bastrop,TX,2
1552,78613,Park,TX,4
1553,78628,Georgetown,TX,2
1554,78640,Kyle,TX,2
1555,78654,Falls,TX,2
1556,78664,Rock,TX,2
1557,78701,Austin,TX,2
1558,78704,Austin,TX,2
1559,78717,Austin,TX,2
1560,78727,Austin,TX,2
1561,78738,Cave,TX,2
1562,78746,Austin,TX,2
1563,78748,Austin,TX,2
1564,78753,Austin,TX,2
1565,78759,Austin,TX,2
1566,78840,Rio,TX,2
1567,78852,Pass,TX,2
1568,79106,Amarillo,TX,2
1569,79109,Amarillo,TX,2
1570,79410,Lubbock,TX,2
1571,79416,Lubbock,TX,2
1572,79423,Lubbock,TX,2
1573,79424,Lubbock,TX,4
1574,79601,Abilene,TX,2
1575,79606,Abilene,TX,4
1576,79699,Abilene,TX,2
1577,79705,Midland,TX,2
1578,79707,Midland,TX,2
1579,79762,Odessa,TX,2
1580,79912,Paso,TX,2
1581,79924,Paso,TX,2
1582,79925,Paso,TX,2
1583,79938,Paso,TX,2
1584,80002,Arvada,CO,2
1585,80003,Arvada,CO,2
1586,80011,Aurora,CO,2
1587,80012,Aurora,CO,6
1588,80015,Aurora,CO,2
1589,80016,Aurora,CO,2
1590,80023,Thornton,CO,2
1591,80023,Westminster,CO,2
1592,80027,Superior,CO,2
1593,80108,Rock,CO,2
1594,80110,Sheridan,CO,2
1595,80112,Village,CO,2
1596,80113,Englewood,CO,2
1597,80120,Littleton,CO,2
1598,80122,Centennial,CO,2
1599,80123,Littleton,CO,2
1600,80124,Tree,CO,4
1601,80126,Ranch,CO,2
1602,80128,Littleton,CO,2
1603,80129,Ranch,CO,2
1604,80138,Parker,CO,2
1605,80206,Denver,CO,2
1606,80207,Denver,CO,2
1607,80214,Edgewater,CO,2
1608,80226,Lakewood,CO,2
1609,80231,Denver,CO,2
1610,80233,Thornton,CO,2
1611,80246,Denver,CO,2
1612,80249,Denver,CO,2
1613,80260,Denver,CO,2
1614,80401,Lakewood,CO,2
1615,80501,Longmont,CO,2
1616,80525,Collins,CO,2
1617,80538,Loveland,CO,2
1618,80547,Timnath,CO,2
1619,80601,Brighton,CO,2
1620,80634,Greeley,CO,2
1621,80817,Fountain,CO,2
1622,80907,Springs,CO,2
1623,80909,Springs,CO,2
1624,80920,Springs,CO,4
1625,80921,Springs,CO,2
1626,80922,Springs,CO,2
1627,81008,Pueblo,CO,2
1628,81501,Junction,CO,2
1629,81505,Junction,CO,2
1630,82009,Cheyenne,WY,4
1631,83301,Falls,ID,2
1632,83406,Ammon,ID,2
1633,83460,Rexburg,ID,2
1634,83646,Meridian,ID,2
1635,83702,Boise,ID,2
1636,83709,Boise,ID,2
1637,83725,Boise,ID,2
1638,83843,Moscow,ID,2
1639,84003,Fork,UT,2
1640,84014,Centerville,UT,2
1641,84020,Draper,UT,2
1642,84025,Farmington,UT,2
1643,84041,Layton,UT,4
1644,84043,Lehi,UT,2
1645,84047,Midvale,UT,2
1646,84057,Orem,UT,2
1647,84058,Orem,UT,2
1648,84070,Sandy,UT,2
1649,84084,Jordan,UT,2
1650,84095,Jordan,UT,2
1651,84097,Orem,UT,2
1652,84106,City,UT,2
1653,84107,Murray,UT,4
1654,84111,City,UT,2
1655,84120,City,UT,2
1656,84123,Taylorsville,UT,2
1657,84341,Logan,UT,2
1658,84404,Ogden,UT,2
1659,84405,Riverdale,UT,2
1660,84602,Provo,UT,2
1661,84604,Provo,UT,2
1662,84660,Fork,UT,2
1663,84720,City,UT,2
1664,84790,George,UT,2
1665,85004,Phoenix,AZ,2
1666,85016,Phoenix,AZ,2
1667,85017,Phoenix,AZ,2
1668,85018,Phoenix,AZ,2
1669,85027,Phoenix,AZ,2
1670,85028,Phoenix,AZ,2
1671,85029,Phoenix,AZ,2
1672,85044,Phoenix,AZ,2
1673,85054,Phoenix,AZ,2
1674,85142,Creek,AZ,2
1675,85194,Grande,AZ,2
1676,85201,Mesa,AZ,2
1677,85204,Mesa,AZ,2
1678,85206,Mesa,AZ,2
1679,85212,Mesa,AZ,2
1680,85224,Chandler,AZ,2
1681,85248,Chandler,AZ,2
1682,85260,Scottsdale,AZ,4
1683,85281,Tempe,AZ,4
1684,85286,Chandler,AZ,2
1685,85295,Gilbert,AZ,2
1686,85306,Glendale,AZ,4
1687,85365,Yuma,AZ,2
1688,85374,Surprise,AZ,2
1689,85382,Peoria,AZ,2
1690,85392,Avondale,AZ,2
1691,85395,Goodyear,AZ,2
1692,85705,Tucson,AZ,2
1693,85715,Tucson,AZ,2
1694,85716,Tucson,AZ,2
1695,85719,Tucson,AZ,2
1696,85741,Tucson,AZ,2
1697,86001,Flagstaff,AZ,2
1698,86011,Flagstaff,AZ,2
1699,86314,Valley,AZ,2
1700,87106,Albuquerque,NM,2
1701,87109,Albuquerque,NM,2
1702,87112,Albuquerque,NM,2
1703,87113,Albuquerque,NM,2
1704,87114,Albuquerque,NM,2
1705,87123,Albuquerque,NM,2
1706,87124,Rancho,NM,2
1707,87131,Albuquerque,NM,2
1708,87402,Farmington,NM,2
1709,88001,Cruces,NM,4
1710,88003,Cruces,NM,2
1711,88011,Cruces,NM,2
1712,89014,Henderson,NV,2
1713,89102,Vegas,NV,2
1714,89183,Vegas,NV,2
1715,89434,Sparks,NV,2
1716,89509,Reno,NV,2
1717,90007,Angeles,CA,2
1718,90017,Angeles,CA,2
1719,90024,Angeles,CA,2
1720,90028,Angeles,CA,2
1721,90067,Angeles,CA,2
1722,90230,Angeles,CA,2
1723,90241,Downey,CA,2
1724,90292,Venice,CA,4
1725,90503,Torrance,CA,2
1726,90504,Torrance,CA,2
1727,90603,Whittier,CA,2
1728,90620,Park,CA,2
1729,90631,Habra,CA,2
1730,90703,Cerritos,CA,2
1731,90712,Lakewood,CA,2
1732,90740,Beach,CA,2
1733,90804,Beach,CA,2
1734,90808,Beach,CA,2
1735,91106,Pasadena,CA,2
1736,91324,Northridge,CA,2
1737,91355,Clarita,CA,2
1738,91360,Oaks,CA,2
1739,91362,Village,CA,2
1740,91702,Azusa,CA,2
1741,91709,Hills,CA,2
1742,91739,Cucamonga,CA,2
1743,91740,Glendora,CA,2
1744,91748,Industry,CA,2
1745,91764,Ontario,CA,2
1746,91784,Upland,CA,2
1747,91789,Industry,CA,2
1748,91915,Vista,CA,2
1749,91942,Mesa,CA,2
1750,92024,Encinitas,CA,2
1751,92029,Escondido,CA,2
1752,92056,Oceanside,CA,2
1753,92071,Santee,CA,2
1754,92078,Marcos,CA,2
1755,92110,Diego,CA,2
1756,92121,Diego,CA,2
1757,92126,Diego,CA,2
1758,92127,Diego,CA,2
1759,92128,Diego,CA,2
1760,92374,Redlands,CA,2
1761,92504,Riverside,CA,2
1762,92507,Riverside,CA,2
1763,92562,Murrieta,CA,2
1764,92591,Temecula,CA,2
1765,92602,Irvine,CA,2
1766,92610,Ranch,CA,2
1767,92612,Irvine,CA,2
1768,92620,Irvine,CA,2
1769,92626,Mesa,CA,2
1770,92653,Hills,CA,2
1771,92656,Viejo,CA,2
1772,92660,Beach,CA,2
1773,92677,Niguel,CA,2
1774,92683,Westminster,CA,2
1775,92704,Ana,CA,2
1776,92782,Tustin,CA,2
1777,92821,Brea,CA,2
1778,92831,Fullerton,CA,2
1779,92832,Fullerton,CA,2
1780,92865,Orange,CA,2
1781,92879,Corona,CA,2
1782,92881,Corona,CA,2
1783,92887,Linda,CA,2
1784,93003,Ventura,CA,2
1785,93036,Oxnard,CA,2
1786,93105,Barbara,CA,2
1787,93309,Bakersfield,CA,2
1788,93407,Obispo,CA,2
1789,93551,Palmdale,CA,2
1790,93710,Fresno,CA,2
1791,93720,Fresno,CA,2
1792,94087,Sunnyvale,CA,2
1793,94533,Fairfield,CA,2
1794,94538,Fremont,CA,4
1795,94588,Pleasanton,CA,2
1796,94591,Vallejo,CA,2
1797,94597,Creek,CA,2
1798,94928,Park,CA,2
1799,94945,Novato,CA,2
1800,95112,Jose,CA,2
1801,95134,Jose,CA,2
1802,95207,Stockton,CA,2
1803,95401,Rosa,CA,2
1804,95603,Auburn,CA,2
1805,95624,Grove,CA,2
1806,95630,Folsom,CA,2
1807,95670,Cordova,CA,2
1808,95678,Roseville,CA,2
1809,95687,Vacaville,CA,2
1810,95746,Bay,CA,2
1811,95825,Sacramento,CA,2
1812,95841,Sacramento,CA,2
1813,97006,Hillsboro,OR,2
1814,97015,Clackamas,OR,2
1815,98003,Way,WA,2
1816,98004,Bellevue,WA,2
1817,98021,Bothell,WA,2
1818,98034,Kirkland,WA,2
1819,98036,Lynnwood,WA,2
1820,98373,Puyallup,WA,2
1821,98409,Tacoma,WA,2
1822,98684,Vancouver,WA,2
1823,Chapel,Cafe,Brinkhouse-Bullitt,2
1824,Court,58,Food,2
